ID,label
127904,STYLE & BEAUTY
70038,POLITICS
136027,PARENTING
191258,TRAVEL
103987,ENTERTAINMENT
145845,WELLNESS
152361,HOME & LIVING
28840,MEDIA
154621,FOOD & DRINK
119235,BLACK VOICES
25158,BLACK VOICES
11733,POLITICS
69241,QUEER VOICES
59648,BLACK VOICES
174500,STYLE & BEAUTY
183142,STYLE & BEAUTY
111558,PARENTING
170594,WELLNESS
81638,SCIENCE
27176,ENTERTAINMENT
49719,TECH
35815,POLITICS
92413,BUSINESS
84016,POLITICS
186768,STYLE & BEAUTY
16138,POLITICS
129188,PARENTING
180363,TRAVEL
187431,IMPACT
19259,POLITICS
116234,POLITICS
176452,ENVIRONMENT
131244,PARENTING
32819,TASTE
101863,ENTERTAINMENT
39684,IMPACT
80283,WEIRD NEWS
55015,ENTERTAINMENT
135551,PARENTING
37419,BLACK VOICES
132790,WELLNESS
185461,PARENTING
38486,POLITICS
47805,POLITICS
52561,BLACK VOICES
38620,WORLD NEWS
69064,BLACK VOICES
67540,ENTERTAINMENT
72682,TECH
59758,COMEDY
83518,ENTERTAINMENT
49079,ENTERTAINMENT
13497,ENTERTAINMENT
131724,QUEER VOICES
93290,FOOD & DRINK
10379,POLITICS
139879,FIFTY
17844,POLITICS
133026,PARENTING
118118,GOOD NEWS
63232,THE WORLDPOST
180280,WELLNESS
108092,ENTERTAINMENT
183964,WELLNESS
198414,STYLE & BEAUTY
51815,POLITICS
60830,POLITICS
135663,TRAVEL
145105,TRAVEL
192377,STYLE & BEAUTY
183574,PARENTING
148447,WELLNESS
32942,HEALTHY LIVING
92735,POLITICS
17392,ENTERTAINMENT
65713,HEALTHY LIVING
150207,TECH
111536,ENTERTAINMENT
140848,WELLNESS
44176,POLITICS
87962,BUSINESS
59731,FIFTY
72919,POLITICS
100539,ARTS
134285,WOMEN
133838,DIVORCE
146517,BUSINESS
111104,WOMEN
31171,ENTERTAINMENT
53683,POLITICS
105323,POLITICS
197566,ENTERTAINMENT
114697,SPORTS
27591,POLITICS
136061,BUSINESS
25510,HEALTHY LIVING
157817,WELLNESS
37947,POLITICS
124540,ENTERTAINMENT
155050,TECH
92768,ARTS
50660,POLITICS
153864,WELLNESS
173377,WELLNESS
103627,HEALTHY LIVING
44743,QUEER VOICES
75972,POLITICS
50407,WEIRD NEWS
125603,EDUCATION
192880,STYLE & BEAUTY
192504,FOOD & DRINK
146750,WEDDINGS
110478,TRAVEL
78259,TRAVEL
133402,PARENTS
122807,WELLNESS
88425,HEALTHY LIVING
94681,PARENTING
122735,TRAVEL
80382,COMEDY
135564,PARENTING
137524,TRAVEL
38573,POLITICS
96274,PARENTING
112099,FIFTY
180800,WEDDINGS
11866,PARENTS
39152,WORLD NEWS
134876,PARENTING
132118,WELLNESS
34756,THE WORLDPOST
46030,QUEER VOICES
67039,POLITICS
123512,POLITICS
51657,POLITICS
107684,MEDIA
116522,QUEER VOICES
15966,ENTERTAINMENT
60975,ENTERTAINMENT
22734,COMEDY
47885,SPORTS
120925,QUEER VOICES
508,POLITICS
70179,WEIRD NEWS
76092,TECH
104805,PARENTING
148971,WORLD NEWS
115756,ARTS
11356,POLITICS
11777,ENTERTAINMENT
34463,POLITICS
19165,POLITICS
149896,WELLNESS
90356,WELLNESS
125418,COMEDY
26437,RELIGION
76857,BUSINESS
132085,HOME & LIVING
147860,SPORTS
28073,TASTE
192788,TRAVEL
29083,HEALTHY LIVING
138982,DIVORCE
109905,ENTERTAINMENT
151982,STYLE & BEAUTY
106726,WOMEN
127831,WORLDPOST
2924,WELLNESS
30520,ENTERTAINMENT
44520,POLITICS
130179,WELLNESS
116326,SPORTS
47815,POLITICS
131187,FOOD & DRINK
114300,BUSINESS
30572,BLACK VOICES
93668,BUSINESS
85789,CRIME
84945,SCIENCE
23783,HEALTHY LIVING
82890,POLITICS
137718,WEDDINGS
54749,WEIRD NEWS
91113,ENTERTAINMENT
65064,POLITICS
50759,THE WORLDPOST
173251,HOME & LIVING
169129,PARENTING
172408,TRAVEL
42570,BLACK VOICES
41286,QUEER VOICES
128902,STYLE & BEAUTY
12615,QUEER VOICES
161378,HOME & LIVING
1151,SPORTS
10087,POLITICS
40921,WOMEN
120259,POLITICS
37311,BLACK VOICES
172081,FOOD & DRINK
119132,ARTS & CULTURE
197423,DIVORCE
33724,ENTERTAINMENT
186460,HOME & LIVING
182247,HOME & LIVING
27780,POLITICS
78851,ENTERTAINMENT
80792,PARENTS
188120,CULTURE & ARTS
56564,THE WORLDPOST
19766,ENTERTAINMENT
35734,WEIRD NEWS
73440,POLITICS
41619,POLITICS
23217,THE WORLDPOST
133136,HEALTHY LIVING
171698,ENTERTAINMENT
3726,ENTERTAINMENT
129408,FOOD & DRINK
27586,EDUCATION
43352,POLITICS
94119,WELLNESS
176187,FOOD & DRINK
8825,POLITICS
182288,HOME & LIVING
9250,QUEER VOICES
146498,BLACK VOICES
112990,ENTERTAINMENT
95714,POLITICS
21736,COMEDY
61818,ENTERTAINMENT
101097,WELLNESS
193421,BLACK VOICES
44879,THE WORLDPOST
27759,POLITICS
154972,FOOD & DRINK
24095,POLITICS
178981,WELLNESS
198448,PARENTING
56057,THE WORLDPOST
185589,PARENTING
199171,WEDDINGS
49736,PARENTS
117312,PARENTS
25106,PARENTS
145107,WELLNESS
138361,COMEDY
85399,POLITICS
99888,ARTS
163550,WEDDINGS
163464,STYLE & BEAUTY
14207,POLITICS
162198,WELLNESS
151541,FOOD & DRINK
143336,MONEY
16235,WEIRD NEWS
24407,SPORTS
129518,WELLNESS
172689,STYLE & BEAUTY
10876,ENTERTAINMENT
161906,PARENTING
149180,FOOD & DRINK
188019,STYLE & BEAUTY
85392,PARENTING
80340,SPORTS
151962,TRAVEL
54940,POLITICS
5132,ENTERTAINMENT
171343,PARENTING
54392,POLITICS
96223,QUEER VOICES
69210,BUSINESS
133090,WELLNESS
63728,POLITICS
178952,SPORTS
137126,PARENTING
51034,WORLD NEWS
11928,ENTERTAINMENT
95694,WELLNESS
151988,BLACK VOICES
169639,PARENTING
29747,QUEER VOICES
78667,BLACK VOICES
47599,POLITICS
158218,WEDDINGS
165330,FOOD & DRINK
45308,PARENTS
76211,ENTERTAINMENT
89876,COLLEGE
127162,PARENTING
77508,STYLE & BEAUTY
49064,POLITICS
135759,TRAVEL
181066,WELLNESS
33464,POLITICS
167176,STYLE & BEAUTY
188864,DIVORCE
111463,FOOD & DRINK
30296,WORLD NEWS
952,SPORTS
43311,POLITICS
109238,QUEER VOICES
115332,RELIGION
104911,ARTS & CULTURE
93253,SPORTS
140247,STYLE & BEAUTY
101027,GREEN
70541,WOMEN
53587,COMEDY
57883,WORLD NEWS
19493,POLITICS
164263,TRAVEL
17650,POLITICS
71703,POLITICS
173164,WELLNESS
191153,WELLNESS
167483,WELLNESS
153162,HOME & LIVING
38755,POLITICS
142073,TRAVEL
184836,BUSINESS
197071,WELLNESS
25708,POLITICS
155715,MONEY
114019,ARTS
122293,POLITICS
179453,IMPACT
25796,POLITICS
27621,POLITICS
95264,FIFTY
161182,TRAVEL
11374,RELIGION
197131,BUSINESS
178262,WELLNESS
10484,POLITICS
176159,WELLNESS
126387,PARENTING
188520,STYLE & BEAUTY
114340,WELLNESS
198864,DIVORCE
25961,POLITICS
176755,STYLE & BEAUTY
158176,STYLE & BEAUTY
196291,MONEY
68184,WELLNESS
100991,QUEER VOICES
2761,ENTERTAINMENT
92591,HEALTHY LIVING
50931,HEALTHY LIVING
135464,WELLNESS
170783,PARENTING
170755,WELLNESS
138536,ENTERTAINMENT
198545,WEDDINGS
34946,POLITICS
180509,WELLNESS
184385,ENTERTAINMENT
65490,POLITICS
117917,WELLNESS
148471,ENTERTAINMENT
85262,ENTERTAINMENT
83141,SPORTS
152310,WELLNESS
66943,BLACK VOICES
84707,WELLNESS
164237,ENTERTAINMENT
124533,WOMEN
77121,POLITICS
43633,QUEER VOICES
11446,TECH
172533,WELLNESS
62599,WEIRD NEWS
6103,U.S. NEWS
124793,PARENTING
188933,WELLNESS
110943,WELLNESS
82215,ENTERTAINMENT
26329,WOMEN
136830,DIVORCE
188507,WELLNESS
136446,PARENTING
35327,POLITICS
194879,STYLE & BEAUTY
176124,WELLNESS
2457,U.S. NEWS
70863,WEIRD NEWS
191217,MONEY
52958,BUSINESS
9445,MEDIA
8274,THE WORLDPOST
123736,WORLDPOST
66053,CRIME
32892,POLITICS
112766,PARENTS
6401,POLITICS
40917,COMEDY
92718,PARENTS
118788,EDUCATION
114558,COLLEGE
105933,BLACK VOICES
27284,POLITICS
113831,POLITICS
32908,POLITICS
180063,WELLNESS
28372,RELIGION
8110,COMEDY
188816,WELLNESS
80485,TASTE
188199,STYLE & BEAUTY
107745,PARENTING
133319,HOME & LIVING
128058,POLITICS
198466,TRAVEL
191611,PARENTING
147240,ENVIRONMENT
77926,PARENTS
46404,WORLDPOST
87605,POLITICS
50206,LATINO VOICES
24702,COMEDY
32987,WOMEN
66627,HEALTHY LIVING
114479,CRIME
129909,COMEDY
40738,ENTERTAINMENT
37403,POLITICS
56925,COMEDY
82711,SPORTS
22323,POLITICS
194538,PARENTING
22888,ENTERTAINMENT
170983,CRIME
111866,POLITICS
45292,COMEDY
47238,POLITICS
108269,HEALTHY LIVING
119200,STYLE
141088,FOOD & DRINK
15351,POLITICS
107292,ENTERTAINMENT
123495,WORLDPOST
39948,ENTERTAINMENT
110714,ENTERTAINMENT
25468,TASTE
64185,STYLE
95917,IMPACT
7966,CRIME
134311,FOOD & DRINK
43615,WEIRD NEWS
116508,QUEER VOICES
178418,HOME & LIVING
173689,WELLNESS
28919,ENVIRONMENT
26769,POLITICS
91517,ARTS
88641,PARENTS
44128,ENTERTAINMENT
15141,ENTERTAINMENT
195738,FOOD & DRINK
105176,CULTURE & ARTS
163345,WEDDINGS
105425,WELLNESS
120118,ENTERTAINMENT
91624,WELLNESS
29105,COMEDY
124272,BLACK VOICES
181863,HOME & LIVING
9962,POLITICS
37330,POLITICS
113528,POLITICS
178709,WELLNESS
64540,ENTERTAINMENT
192328,POLITICS
46273,GOOD NEWS
92744,TECH
37969,QUEER VOICES
195269,ENTERTAINMENT
134034,DIVORCE
133535,WELLNESS
44629,QUEER VOICES
15693,POLITICS
882,ENTERTAINMENT
68024,WOMEN
49399,POLITICS
181685,WELLNESS
98717,WELLNESS
193366,PARENTING
188224,WELLNESS
160413,TRAVEL
29466,POLITICS
44089,U.S. NEWS
98833,POLITICS
108377,QUEER VOICES
137639,WELLNESS
127230,BUSINESS
51550,COMEDY
95350,SCIENCE
146358,HOME & LIVING
188927,STYLE & BEAUTY
100715,WELLNESS
25597,ENTERTAINMENT
89463,ENTERTAINMENT
84101,TECH
106598,STYLE & BEAUTY
174062,TRAVEL
53550,QUEER VOICES
93230,ENTERTAINMENT
109873,FIFTY
77001,POLITICS
58943,ENTERTAINMENT
24966,STYLE
191551,WELLNESS
156298,BUSINESS
190710,WELLNESS
114531,EDUCATION
190574,WELLNESS
31419,POLITICS
43494,STYLE
151445,WELLNESS
178303,ENTERTAINMENT
91601,TRAVEL
67694,POLITICS
182116,WELLNESS
51979,MEDIA
52083,COMEDY
185641,TRAVEL
13208,POLITICS
142134,HOME & LIVING
164086,TRAVEL
96303,SPORTS
131674,BLACK VOICES
29503,ENTERTAINMENT
56605,QUEER VOICES
81805,COLLEGE
89526,GOOD NEWS
100411,TRAVEL
46957,POLITICS
5281,TECH
163930,WELLNESS
144083,PARENTING
33741,POLITICS
98420,EDUCATION
19580,POLITICS
74549,POLITICS
67929,COMEDY
52259,COMEDY
103639,ENTERTAINMENT
123735,BUSINESS
82530,COLLEGE
116873,RELIGION
26691,RELIGION
95484,RELIGION
144706,IMPACT
52914,PARENTS
151703,BUSINESS
168527,TRAVEL
182009,STYLE & BEAUTY
116065,BUSINESS
106991,ARTS
173653,SCIENCE
50872,ENTERTAINMENT
54064,POLITICS
132406,PARENTS
180030,WELLNESS
71675,POLITICS
130948,STYLE & BEAUTY
188999,MONEY
33477,SCIENCE
132548,PARENTING
151014,TRAVEL
10129,WORLD NEWS
40323,ENTERTAINMENT
153421,WELLNESS
21041,TRAVEL
18078,ARTS & CULTURE
120477,MONEY
197618,QUEER VOICES
67120,COMEDY
57721,GOOD NEWS
197890,STYLE & BEAUTY
120345,MONEY
90786,FOOD & DRINK
30904,SCIENCE
1354,SPORTS
91037,WELLNESS
146697,WELLNESS
43448,POLITICS
30185,ENTERTAINMENT
2275,TASTE
26940,POLITICS
54117,WEIRD NEWS
140565,PARENTING
105094,POLITICS
8480,GREEN
59924,ENTERTAINMENT
33426,POLITICS
47639,SPORTS
138265,DIVORCE
54133,TECH
125089,BUSINESS
51861,POLITICS
120647,POLITICS
27495,POLITICS
98142,GREEN
91425,BUSINESS
150727,WEDDINGS
166972,WELLNESS
119664,POLITICS
134816,PARENTING
177588,WELLNESS
165208,DIVORCE
72769,POLITICS
29307,FOOD & DRINK
40042,HEALTHY LIVING
186657,WELLNESS
99520,RELIGION
97374,PARENTING
100084,COLLEGE
73268,POLITICS
164311,BUSINESS
106053,PARENTING
64796,POLITICS
51595,POLITICS
79666,BLACK VOICES
178772,STYLE & BEAUTY
134996,WELLNESS
9727,WORLD NEWS
13954,POLITICS
63043,POLITICS
153133,HOME & LIVING
180056,STYLE & BEAUTY
81259,POLITICS
154263,WEDDINGS
196259,STYLE & BEAUTY
87128,ENTERTAINMENT
106431,WORLDPOST
119776,QUEER VOICES
137176,STYLE & BEAUTY
71368,POLITICS
128226,PARENTING
106417,BLACK VOICES
146967,STYLE & BEAUTY
132873,IMPACT
50916,POLITICS
189487,TRAVEL
122027,WORLDPOST
71068,HEALTHY LIVING
20520,BLACK VOICES
185404,WEDDINGS
138674,FOOD & DRINK
124604,STYLE
1946,HOME & LIVING
71151,HEALTHY LIVING
50025,POLITICS
46164,POLITICS
151997,COMEDY
187246,PARENTING
184509,WELLNESS
96704,BUSINESS
160806,FOOD & DRINK
142634,DIVORCE
136945,HEALTHY LIVING
5636,FOOD & DRINK
156710,PARENTING
82104,POLITICS
130394,WELLNESS
11471,POLITICS
126015,BLACK VOICES
164526,PARENTING
192560,HOME & LIVING
147474,STYLE & BEAUTY
88716,PARENTS
45972,HEALTHY LIVING
147733,PARENTING
41435,MEDIA
38221,MEDIA
45679,HEALTHY LIVING
17658,BUSINESS
133257,MONEY
87889,COMEDY
24507,POLITICS
104303,QUEER VOICES
172765,HOME & LIVING
7050,QUEER VOICES
19257,POLITICS
147047,STYLE & BEAUTY
129612,FOOD & DRINK
159340,EDUCATION
50041,POLITICS
191292,WEDDINGS
116711,WELLNESS
22314,POLITICS
7107,MEDIA
106005,WEIRD NEWS
116916,MEDIA
1180,SPORTS
86294,GOOD NEWS
146806,BUSINESS
155765,PARENTING
134156,SPORTS
124391,PARENTING
87040,ENTERTAINMENT
8362,ENTERTAINMENT
114437,BUSINESS
77562,STYLE
3154,POLITICS
89208,QUEER VOICES
169909,BUSINESS
58062,POLITICS
141903,FOOD & DRINK
161286,PARENTING
33471,WORLD NEWS
68648,IMPACT
192646,STYLE & BEAUTY
88927,PARENTS
198856,DIVORCE
143087,WEDDINGS
60235,RELIGION
6632,BLACK VOICES
92135,SPORTS
142445,WELLNESS
101333,WELLNESS
104530,WELLNESS
115083,PARENTS
195306,SPORTS
126882,STYLE
175105,STYLE & BEAUTY
142975,IMPACT
176684,HOME & LIVING
194377,WELLNESS
22675,WORLD NEWS
73479,SCIENCE
193233,HOME & LIVING
38584,WORLD NEWS
137530,PARENTING
30765,ENTERTAINMENT
123116,WEIRD NEWS
124096,PARENTING
107810,WORLDPOST
112395,SPORTS
161585,WELLNESS
507,WOMEN
72527,WORLDPOST
58890,POLITICS
156062,WEDDINGS
188452,WELLNESS
88677,BUSINESS
9288,QUEER VOICES
116423,WELLNESS
135509,IMPACT
24415,ENTERTAINMENT
60243,THE WORLDPOST
189306,QUEER VOICES
173529,STYLE & BEAUTY
23215,POLITICS
164614,PARENTING
130014,WELLNESS
58381,TASTE
79045,POLITICS
149816,WELLNESS
158409,HOME & LIVING
113963,POLITICS
151070,WELLNESS
182780,STYLE & BEAUTY
96055,WORLDPOST
122716,POLITICS
27220,POLITICS
53976,MEDIA
91370,WELLNESS
160941,FOOD & DRINK
42262,COMEDY
105947,POLITICS
158816,WELLNESS
179876,HOME & LIVING
39369,POLITICS
11765,POLITICS
93548,POLITICS
21297,HEALTHY LIVING
189600,WELLNESS
160603,IMPACT
148075,STYLE & BEAUTY
128124,PARENTING
169114,STYLE & BEAUTY
153478,WELLNESS
122143,POLITICS
65780,POLITICS
10329,COMEDY
25421,QUEER VOICES
113525,U.S. NEWS
12059,POLITICS
98289,RELIGION
3624,ENTERTAINMENT
34241,EDUCATION
112582,CRIME
5467,WORLD NEWS
46874,WORLD NEWS
188629,COMEDY
162581,PARENTING
121844,POLITICS
28268,ENTERTAINMENT
142841,ENVIRONMENT
51829,ARTS & CULTURE
9412,QUEER VOICES
989,WORLD NEWS
5814,POLITICS
189553,STYLE & BEAUTY
153441,PARENTING
119667,POLITICS
38469,CRIME
130966,PARENTING
30239,PARENTS
152782,STYLE & BEAUTY
135884,WELLNESS
98962,POLITICS
162677,WELLNESS
70726,HEALTHY LIVING
141146,TRAVEL
181295,STYLE & BEAUTY
21114,POLITICS
129062,WEDDINGS
128057,MEDIA
137819,HOME & LIVING
41634,MEDIA
71871,ENTERTAINMENT
84449,BUSINESS
28058,TASTE
80866,WEIRD NEWS
95504,BLACK VOICES
16580,POLITICS
120519,FIFTY
103666,BUSINESS
15523,WORLD NEWS
166362,TRAVEL
145803,STYLE & BEAUTY
161646,WELLNESS
20171,POLITICS
24304,POLITICS
26679,POLITICS
40382,COMEDY
32726,WOMEN
28273,GOOD NEWS
16247,POLITICS
191508,STYLE & BEAUTY
125371,WELLNESS
12992,POLITICS
67083,POLITICS
179462,FOOD & DRINK
114171,ENTERTAINMENT
141390,STYLE & BEAUTY
112166,IMPACT
105821,WOMEN
190466,TRAVEL
90250,WOMEN
186881,TECH
99743,ENTERTAINMENT
95197,POLITICS
195399,TRAVEL
37790,SPORTS
128655,POLITICS
47923,WEIRD NEWS
30325,ENTERTAINMENT
54606,POLITICS
169871,DIVORCE
184107,PARENTING
27472,WORLD NEWS
56690,ENTERTAINMENT
93986,POLITICS
167924,STYLE & BEAUTY
130401,PARENTING
30371,QUEER VOICES
88847,THE WORLDPOST
123200,IMPACT
142397,WELLNESS
123368,GOOD NEWS
66366,SPORTS
195950,STYLE & BEAUTY
103407,MEDIA
129421,FOOD & DRINK
187037,STYLE & BEAUTY
169515,PARENTING
5971,CRIME
110226,POLITICS
132303,COMEDY
125817,HEALTHY LIVING
540,PARENTING
228,GREEN
41119,HEALTHY LIVING
124395,BUSINESS
182631,TRAVEL
108799,BUSINESS
52389,THE WORLDPOST
113744,POLITICS
180412,WELLNESS
154689,HOME & LIVING
28801,ENTERTAINMENT
115727,WELLNESS
199275,DIVORCE
51159,BLACK VOICES
31614,ENTERTAINMENT
143945,PARENTING
109286,ENTERTAINMENT
190947,STYLE & BEAUTY
156312,GREEN
70110,WORLDPOST
35072,MEDIA
137695,WELLNESS
7320,ENTERTAINMENT
13412,COMEDY
155806,HOME & LIVING
192442,STYLE & BEAUTY
60249,POLITICS
171292,FOOD & DRINK
59208,BLACK VOICES
116591,WOMEN
85443,CRIME
23140,POLITICS
15565,POLITICS
152812,WELLNESS
36699,POLITICS
157267,WELLNESS
145945,STYLE & BEAUTY
681,BLACK VOICES
141092,CRIME
191682,BUSINESS
106856,FOOD & DRINK
89023,POLITICS
41241,POLITICS
106707,HEALTHY LIVING
9172,WORLD NEWS
147570,WEDDINGS
34729,WORLD NEWS
71408,TRAVEL
73327,CRIME
76940,WEIRD NEWS
45201,WORLD NEWS
49594,PARENTS
75324,POLITICS
87408,MEDIA
50082,POLITICS
51260,POLITICS
19039,GREEN
36595,HEALTHY LIVING
88676,CRIME
79064,HEALTHY LIVING
119783,POLITICS
126420,POLITICS
133748,FOOD & DRINK
138425,STYLE & BEAUTY
54372,WEIRD NEWS
53533,POLITICS
17669,POLITICS
65163,CRIME
63780,CRIME
147011,PARENTING
39923,POLITICS
30323,ARTS & CULTURE
65407,BUSINESS
90589,QUEER VOICES
192027,WELLNESS
52024,POLITICS
114107,WELLNESS
124906,WELLNESS
9494,POLITICS
185003,ARTS
13318,RELIGION
120402,PARENTING
175432,FOOD & DRINK
159814,TASTE
173628,WELLNESS
59441,SPORTS
158234,FOOD & DRINK
114277,ENTERTAINMENT
136012,WELLNESS
176304,STYLE & BEAUTY
193152,PARENTING
40580,POLITICS
89033,CRIME
3866,POLITICS
48961,POLITICS
35157,ENTERTAINMENT
150210,ENTERTAINMENT
196453,STYLE & BEAUTY
90180,WEIRD NEWS
197045,ENTERTAINMENT
108203,RELIGION
108637,POLITICS
140851,WELLNESS
84538,POLITICS
184072,WELLNESS
70435,ENTERTAINMENT
60274,ARTS & CULTURE
129276,SPORTS
139502,WELLNESS
123759,TRAVEL
191114,SCIENCE
145962,FOOD & DRINK
96136,IMPACT
61381,POLITICS
136387,WELLNESS
150522,FOOD & DRINK
115070,POLITICS
3683,POLITICS
66385,QUEER VOICES
107931,GREEN
89884,THE WORLDPOST
118217,COMEDY
144731,TRAVEL
10751,MEDIA
199105,HOME & LIVING
126254,POLITICS
77378,POLITICS
147387,WELLNESS
159003,FOOD & DRINK
105604,WEIRD NEWS
177742,COMEDY
96096,RELIGION
60742,POLITICS
92573,PARENTS
126533,TRAVEL
10570,ENTERTAINMENT
90888,ENTERTAINMENT
44865,POLITICS
149619,ENTERTAINMENT
105826,HEALTHY LIVING
151559,WELLNESS
44928,HEALTHY LIVING
83139,WOMEN
105543,WELLNESS
22839,ENTERTAINMENT
75241,PARENTS
17321,QUEER VOICES
59963,QUEER VOICES
136471,DIVORCE
146434,FOOD & DRINK
141564,COMEDY
50981,TRAVEL
193764,MONEY
61016,POLITICS
142177,HOME & LIVING
56799,POLITICS
196723,MONEY
6825,WORLD NEWS
119315,PARENTING
114232,STYLE
33196,WORLD NEWS
10737,POLITICS
31377,ENTERTAINMENT
87498,HEALTHY LIVING
186599,TRAVEL
159884,ENTERTAINMENT
43506,COMEDY
52274,SPORTS
81029,RELIGION
50942,POLITICS
169662,WEDDINGS
146689,TRAVEL
83147,SPORTS
44184,POLITICS
102242,BUSINESS
53383,PARENTS
67725,BUSINESS
192797,STYLE & BEAUTY
57902,STYLE
122753,CRIME
133993,POLITICS
149965,WEDDINGS
80395,STYLE & BEAUTY
78582,PARENTING
93970,GREEN
188077,PARENTING
198446,WELLNESS
38956,SPORTS
75006,GOOD NEWS
6687,WORLD NEWS
109477,QUEER VOICES
30387,BLACK VOICES
155539,STYLE & BEAUTY
156115,DIVORCE
166775,STYLE & BEAUTY
32667,POLITICS
63497,BUSINESS
40549,ENTERTAINMENT
118635,BUSINESS
88150,POLITICS
125840,IMPACT
117725,STYLE
177564,TRAVEL
770,SPORTS
100623,IMPACT
182704,STYLE & BEAUTY
197237,WELLNESS
93765,TRAVEL
10447,POLITICS
102003,WOMEN
176190,STYLE & BEAUTY
180646,PARENTING
83900,POLITICS
32568,THE WORLDPOST
126781,PARENTING
160862,WELLNESS
114120,CRIME
132307,SCIENCE
96011,QUEER VOICES
71041,WEIRD NEWS
21049,STYLE
185729,WELLNESS
193701,STYLE & BEAUTY
56819,POLITICS
85560,SPORTS
48021,POLITICS
170605,WELLNESS
80637,ENTERTAINMENT
41731,POLITICS
14455,POLITICS
119047,POLITICS
131470,PARENTING
188701,WELLNESS
160110,WEDDINGS
24570,QUEER VOICES
12636,POLITICS
114447,BUSINESS
172009,PARENTING
176970,WELLNESS
196086,PARENTING
183968,STYLE & BEAUTY
35345,PARENTS
119916,GREEN
147054,HOME & LIVING
155416,STYLE & BEAUTY
197021,COMEDY
58150,WEIRD NEWS
